itemId,itemName,category,genreName,typeId,typeName,colorId,colorName,colorLabel,description
IT_ADN_ME_03,構造強化を施した金属の首飾り,ADN,装身具,ADN_03,首飾り,ME,紫色,精神・鉄 (Mental/Metal),"構造強化を施した金属の首飾り。物理的な衝撃から喉元を守り、旅の安全を最低限確保する。"
IT_ADN_EL_03,霊薬を封じた小瓶が下がる首飾り,ADN,装身具,ADN_03,首飾り,EL,青緑色,元素 (Elemental),"霊薬を封じた小瓶が下がる首飾り。微かな青緑の輝きが、着用者の心を穏やかに保つ助けとなる。"
IT_ADN_SA_03,乾燥した砂粒を紐で繋いだ首飾り,ADN,装身具,ADN_03,首飾り,SA,金色,砂・聖 (Sacred/Sand),"乾燥した砂粒を紐で繋いだ首飾り。保存の術理により、持ち歩く食料や水が悪くなるのを僅かに防ぐ。"
IT_ADN_AS_03,星霊の直感を高める青い石の首飾り,ADN,装身具,ADN_03,首飾り,AS,青色,星明かり (Astral),"星霊の直感を高める青い石の首飾り。夜空の下で瞑想すれば、進むべき方向が微かに見えてくる。"
IT_ADN_LI_03,葉脈を模した細工が施された生命の首飾り,ADN,装身具,ADN_03,首飾り,LI,赤色,生命 (Life),"葉脈を模した細工が施された生命の首飾り。着用者の脈動と共鳴し、全身に柔らかな活力を送る。"
IT_ADN_ME_04,金属の術理で強度を上げた腕輪,ADN,装身具,ADN_04,腕輪,ME,紫色,精神・鉄 (Mental/Metal),"金属の術理で強度を上げた腕輪。物理的な防御手段としても機能し、咄嗟の攻撃を弾きやすい。"
IT_ADN_EL_04,霊薬を染み込ませた青緑の腕輪,ADN,装身具,ADN_04,腕輪,EL,青緑色,元素 (Elemental),"霊薬を染み込ませた青緑の腕輪。浸透する清涼感が、腕の疲労を僅かに和らげてくれる。"
IT_ADN_SA_04,乾燥した砂粒を編み込んだ腕輪,ADN,装身具,ADN_04,腕輪,SA,金色,砂・聖 (Sacred/Sand),"乾燥した砂粒を編み込んだ腕輪。琥珀の術理が腕の蒸れを防ぎ、常に快適な状態を維持する。"
IT_ADN_AS_04,星霊の光を宿した青い腕輪,ADN,装身具,ADN_04,腕輪,AS,青色,星明かり (Astral),"星霊の光を宿した青い腕輪。夜間でも腕の動きを正確に把握でき、暗闇でのミスを減らす。"
IT_ADN_LI_04,脈動する蔦を錬成した生命の腕輪,ADN,装身具,ADN_04,腕輪,LI,赤色,生命 (Life),"脈動する蔦を錬成した生命の腕輪。温もりの術理が手の冷えを防ぎ、常に最高のコンディションを保つ。"
IT_ADN_ME_05,金属の術理で補強された留め具,ADN,装身具,ADN_05,留め具,ME,紫色,精神・鉄 (Mental/Metal),"金属の術理で補強された留め具。マントやカバンをしっかりと固定し、激しい運動でも外れない。"
IT_ADN_EL_05,霊薬の滴をあしらった留め具,ADN,装身具,ADN_05,留め具,EL,青緑色,元素 (Elemental),"霊薬の滴をあしらった留め具。肌に触れる微かな清涼感が、精神的な負担を僅かに軽減する。"
IT_ADN_SA_05,乾燥した砂を固めた素朴な留め具,ADN,装身具,ADN_05,留め具,SA,金色,砂・聖 (Sacred/Sand),"乾燥した砂を固めた素朴な留め具。保存の術理が衣類の劣化を防ぎ、砂漠の過酷な気候から守ってくれる。"
IT_ADN_AS_05,星明かりを映す青い留め具,ADN,装身具,ADN_05,留め具,AS,青色,星明かり (Astral),"星明かりを映す青い留め具。夜間の視認性を高め、仲間との位置確認を容易にする。"
IT_ADN_LI_05,脈動する生命の欠片を用いた留め具,ADN,装身具,ADN_05,留め具,LI,赤色,生命 (Life),"脈動する生命の欠片を用いた留め具。肌に馴染む温もりが、着用者の疲労を僅かに吸い取ってくれる。"
IT_MED_ME_01,金属粉を混ぜた補強用の薬瓶,MED,薬品,MED_01,薬瓶,ME,紫色,精神・鉄 (Mental/Metal),"金属粉を混ぜた補強用の薬瓶。移動中の衝撃に強く、中の薬液を物理的な振動から守る。"
IT_MED_EL_01,霊薬を主成分とした標準的な薬瓶,MED,薬品,MED_01,薬瓶,EL,青緑色,元素 (Elemental),"霊薬を主成分とした標準的な薬瓶。青緑の液体が浸透しやすく、軽微な負傷を素早く癒やす。"
IT_MED_SA_01,乾燥した砂を錬成して作った薬瓶,MED,薬品,MED_01,薬瓶,SA,金色,砂・聖 (Sacred/Sand),"乾燥した砂を錬成して作った薬瓶。保存性が高く、砂漠の高温下でも薬液が蒸発しにくい。"
IT_MED_AS_01,星明かりの成分を混ぜた薬瓶,MED,薬品,MED_01,薬瓶,AS,青色,星明かり (Astral),"星明かりの成分を混ぜた薬瓶。服用すると夜間の視界が僅かに晴れ、足元の不安が解消される。"
IT_MED_LI_01,生命の脈動を封じた赤い薬瓶,MED,薬品,MED_01,薬瓶,LI,赤色,生命 (Life),"生命の脈動を封じた赤い薬瓶。葉脈のように魔力が広がり、肉体の基本的な活力を引き出す。"
IT_MED_ME_02,金属片を微細化した成分を含む霊薬瓶,MED,薬品,MED_02,霊薬瓶,ME,紫色,精神・鉄 (Mental/Metal),"金属片を微細化した成分を含む霊薬瓶。肌の表面を硬質化させ、物理的な打撃への耐性を高める。"
IT_MED_EL_02,青緑の輝きを放つ標準的な霊薬瓶,MED,薬品,MED_02,霊薬瓶,EL,青緑色,元素 (Elemental),"青緑の輝きを放つ標準的な霊薬瓶。調整された霊液が精神を沈め、魔力の循環を僅かに助ける。"
IT_MED_SA_02,乾燥した砂漠の植物から抽出した霊薬瓶,MED,薬品,MED_02,霊薬瓶,SA,金色,砂・聖 (Sacred/Sand),"乾燥した砂漠の植物から抽出した霊薬瓶。喉の乾きを抑え、過酷な環境下での活動を支える。"
IT_MED_AS_02,星霊の直感を刺激する成分入りの霊薬瓶,MED,薬品,MED_02,霊薬瓶,AS,青色,星明かり (Astral),"星霊の直感を刺激する成分入りの霊薬瓶。夜間の戦闘で迷いを減らし、冷静な判断を可能にする。"
IT_MED_LI_02,生命の脈動を伝える赤色の霊薬瓶,MED,薬品,MED_02,霊薬瓶,LI,赤色,生命 (Life),"生命の脈動を伝える赤色の霊薬瓶。体内の魔力葉脈を活性化させ、一時的に魔法の威力を底上げする。"
IT_MED_ME_03,金属の術理で保存性を高めた軟膏壺,MED,薬品,MED_03,軟膏壺,ME,紫色,精神・鉄 (Mental/Metal),"金属の術理で保存性を高めた軟膏壺。傷口に塗ると薄い膜を張り、雑菌や砂塵の侵入を防いでくれる。"
IT_MED_EL_03,霊薬をベースにした青緑の軟膏壺,MED,薬品,MED_03,軟膏壺,EL,青緑色,元素 (Elemental),"霊薬をベースにした青緑の軟膏壺。清涼感のある香りが広がり、炎症や腫れを優しく鎮めてくれる。"
IT_MED_SA_03,乾燥した薬草を砂の術理で固めた軟膏壺,MED,薬品,MED_03,軟膏壺,SA,金色,砂・聖 (Sacred/Sand),"乾燥した薬草を砂の術理で固めた軟膏壺。水分を吸い取る力が強く、化膿した傷口の乾燥に役立つ。"
IT_MED_AS_03,星明かりの粉を混ぜた青い軟膏壺,MED,薬品,MED_03,軟膏壺,AS,青色,星明かり (Astral),"星明かりの粉を混ぜた青い軟膏壺。夜間に塗ると患部が微かに光り、回復の予兆を着用者に伝える。"
IT_MED_LI_03,脈動する植物の髄を用いた生命の軟膏壺,MED,薬品,MED_03,軟膏壺,LI,赤色,生命 (Life),"脈動する植物の髄を用いた生命の軟膏壺。葉脈を通じて活力を送り込み、打撲や捻挫の治りを早める。"
IT_MED_ME_04,金属の術理で粒度を均一にした粉薬瓶,MED,薬品,MED_04,粉薬瓶,ME,紫色,精神・鉄 (Mental/Metal),"金属の術理で粒度を均一にした粉薬瓶。構造強化により体内への吸収が速く、即座に効果を発揮する。"
IT_MED_EL_04,霊薬を乾燥させて粉末にした薬瓶,MED,薬品,MED_04,粉薬瓶,EL,青緑色,元素 (Elemental),"霊薬を乾燥させて粉末にした薬瓶。青緑の粉が唾液と共に浸透し、荒れた喉や精神を優しく癒やす。"
IT_MED_SA_04,乾燥した砂漠の根から作った粉薬瓶,MED,薬品,MED_04,粉薬瓶,SA,金色,砂・聖 (Sacred/Sand),"乾燥した砂漠の根から作った粉薬瓶。琥珀の術理が胃腸を保護し、旅先での食あたりを未然に防ぐ。"
IT_MED_AS_04,星霊の粉を主成分とした青い粉薬瓶,MED,薬品,MED_04,粉薬瓶,AS,青色,星明かり (Astral),"星霊の粉を主成分とした青い粉薬瓶。服用すると夜空の予兆を感じやすくなり、直感が僅かに冴える。"
IT_MED_LI_04,脈動する生命の葉を粉末にした薬瓶,MED,薬品,MED_04,粉薬瓶,LI,赤色,生命 (Life),"脈動する生命の葉を粉末にした薬瓶。葉脈のように全身へ活力が広がり、眠気を心地よく払い去る。"
IT_MED_ME_05,金属の術理で成分を圧縮した丸薬箱,MED,薬品,MED_05,丸薬箱,ME,紫色,精神・鉄 (Mental/Metal),"金属の術理で成分を圧縮した丸薬箱。構造が強固なため変質しにくく、長期の遠征にも耐えうる。"
IT_MED_EL_05,霊薬を丸めた青緑の丸薬箱,MED,薬品,MED_05,丸薬箱,EL,青緑色,元素 (Elemental),"霊薬を丸めた青緑の丸薬箱。浸透性の高い癒やしの術理が、蓄積した慢性的な疲労を少しずつ解消する。"
IT_MED_SA_05,乾燥した砂を媒介にした丸薬箱,MED,薬品,MED_05,丸薬箱,SA,金色,砂・聖 (Sacred/Sand),"乾燥した砂を媒介にした丸薬箱。保存性が極めて高く、味も匂いも琥珀のように固定されている。"
IT_MED_AS_05,星明かりを練り込んだ青い丸薬箱,MED,薬品,MED_05,丸薬箱,AS,青色,星明かり (Astral),"星明かりを練り込んだ青い丸薬箱。服用すると方位の感覚が冴え、夜空の下での行動が楽になる。"
IT_MED_LI_05,生命の脈動を封じた赤い丸薬箱,MED,薬品,MED_05,丸薬箱,LI,赤色,生命 (Life),"生命の脈動を封じた赤い丸薬箱。葉脈を通じて全身に活力が供給され、僅かな眠りで全快できる。"
IT_FOD_ME_01,金属の術理で構造を強化した保存パン,FOD,食糧,FOD_01,旅パン,ME,紫色,精神・鉄 (Mental/Metal),"金属の術理で構造を強化した保存パン。非常に硬いが腹持ちがよく、長旅の貴重な糧となる。"
IT_FOD_EL_01,霊薬を混ぜて焼いた青緑の旅パン,FOD,食糧,FOD_01,旅パン,EL,青緑色,元素 (Elemental),"霊薬を混ぜて焼いた青緑の旅パン。浸透した清涼感が喉を潤し、乾いた砂漠でも食べやすい。"
IT_FOD_SA_01,砂の術理で極限まで乾燥させた保存パン,FOD,食糧,FOD_01,旅パン,SA,金色,砂・聖 (Sacred/Sand),"砂の術理で極限まで乾燥させた保存パン。腐敗を完全に防ぎ、数ヶ月の旅でも味が変わることはない。"
IT_FOD_AS_01,星霊の粉を隠し味にした旅パン,FOD,食糧,FOD_01,旅パン,AS,青色,星明かり (Astral),"星霊の粉を隠し味にした旅パン。夜空の下で食べると方位の感覚が戻り、夜間の迷いを防いでくれる。"
IT_FOD_LI_01,生命の脈動を宿した赤い旅パン,FOD,食糧,FOD_01,旅パン,LI,赤色,生命 (Life),"生命の脈動を宿した赤い旅パン。葉脈のように栄養が全身へ行き渡り、肉体の活力を素早く蘇らせる。"
IT_FOD_ME_02,金属の術理で糖分を凝縮した干し果物,FOD,食糧,FOD_02,干し果物,ME,紫色,精神・鉄 (Mental/Metal),"金属の術理で糖分を凝縮した干し果物。構造が硬く締まっており、一粒でも長時間エネルギーが続く。"
IT_FOD_EL_02,霊薬に漬け込まれた青緑の干し果物,FOD,食糧,FOD_02,干し果物,EL,青緑色,元素 (Elemental),"霊薬に漬け込まれた青緑の干し果物。浸透した癒やしの成分が、渇いた体細胞を優しく潤してくれる。"
IT_FOD_SA_02,砂の術理で水分を抜いた保存用の干し果物,FOD,食糧,FOD_02,干し果物,SA,金色,砂・聖 (Sacred/Sand),"砂の術理で水分を抜いた保存用の干し果物。琥珀のような甘みがあり、極めて腐敗しにくいのが特徴。"
IT_FOD_AS_02,星霊の光を浴びせて乾燥させた干し果物,FOD,食糧,FOD_02,干し果物,AS,青色,星明かり (Astral),"星霊の光を浴びせて乾燥させた干し果物。方位の感覚を僅かに高め、夜の砂漠での進路決定を助ける。"
IT_FOD_LI_02,生命の脈動を感じる赤い干し果物,FOD,食糧,FOD_02,干し果物,LI,赤色,生命 (Life),"生命の脈動を感じる赤い干し果物。葉脈を通じて活力が伝わり、衰えた肉体に再び力を灯してくれる。"
IT_FOD_ME_03,金属の術理で風味を固定した香辛料瓶,FOD,食糧,FOD_03,香辛料瓶,ME,紫色,精神・鉄 (Mental/Metal),"金属の術理で風味を固定した香辛料瓶。構造が安定しており、どのような食材も長持ちさせる力がある。"
IT_FOD_EL_03,霊薬の成分を乾燥させた青緑の香辛料,FOD,食糧,FOD_03,香辛料瓶,EL,青緑色,元素 (Elemental),"霊薬の成分を乾燥させた青緑の香辛料。浸透性が高く、食材の毒素や癖を優しく中和してくれる。"
IT_FOD_SA_03,砂の術理で香りを保存した香辛料瓶,FOD,食糧,FOD_03,香辛料瓶,SA,金色,砂・聖 (Sacred/Sand),"砂の術理で香りを保存した香辛料瓶。琥珀のように深いコクがあり、砂漠の料理には欠かせない一品。"
IT_FOD_AS_03,星明かりをイメージした青い香辛料,FOD,食糧,FOD_03,香辛料瓶,AS,青色,星明かり (Astral),"星明かりをイメージした青い香辛料。方位の感覚を研ぎ澄まし、夜の食事を特別な儀式へと変える。"
IT_FOD_LI_03,生命の脈動を宿した赤い香辛料,FOD,食糧,FOD_03,香辛料瓶,LI,赤色,生命 (Life),"生命の脈動を宿した赤い香辛料。葉脈のように活力を巡らせ、食事の栄養吸収率を僅かに高める。"
IT_FOD_ME_04,金属の術理で縁取られた頑丈な茶杯,FOD,食糧,FOD_04,茶杯,ME,紫色,精神・鉄 (Mental/Metal),"金属の術理で縁取られた頑丈な茶杯。熱を逃がしにくく、過酷な砂漠でも飲み物の温度を保つ。"
IT_FOD_EL_04,霊薬を焼き固めた青緑の茶杯,FOD,食糧,FOD_04,茶杯,EL,青緑色,元素 (Elemental),"霊薬を焼き固めた青緑の茶杯。浸透する癒やしの術理が、注いだ水に微かな清涼感を与えてくれる。"
IT_FOD_SA_04,乾燥した砂から錬成された茶杯,FOD,食糧,FOD_04,茶杯,SA,金色,砂・聖 (Sacred/Sand),"乾燥した砂から錬成された茶杯。琥珀のような質感があり、砂塵の中でも中身が汚れにくい。"
IT_FOD_AS_04,星明かりを映す青い茶杯,FOD,食糧,FOD_04,茶杯,AS,青色,星明かり (Astral),"星明かりを映す青い茶杯。方位の感覚を整える術理があり、夜の静寂の中で心を落ち着かせる。"
IT_FOD_LI_04,生命の脈動を宿した赤い茶杯,FOD,食糧,FOD_04,茶杯,LI,赤色,生命 (Life),"生命の脈動を宿した赤い茶杯。葉脈を通じて活力が伝わり、冷めた飲み物にも生命の火を灯す。"
IT_FOD_ME_05,金属の術理で補強された頑丈な水筒,FOD,食糧,FOD_05,水筒,ME,紫色,精神・鉄 (Mental/Metal),"金属の術理で補強された頑丈な水筒。衝撃に強く、中の水が漏れる心配がない旅の必需品。"
IT_FOD_EL_05,霊薬の成分を練り込んだ青緑の水筒,FOD,食糧,FOD_05,水筒,EL,青緑色,元素 (Elemental),"霊薬の成分を練り込んだ青緑の水筒。浸透する清涼感が、中の水に絶え間ない癒やしの力を付与する。"
IT_FOD_SA_05,乾燥した砂を錬成した保存力の高い水筒,FOD,食糧,FOD_05,水筒,SA,金色,砂・聖 (Sacred/Sand),"乾燥した砂を錬成した保存力の高い水筒。琥珀の術理が外気の影響を遮断し、水を常に冷たく保つ。"
IT_FOD_AS_05,星明かりの術理を帯びた青い水筒,FOD,食糧,FOD_05,水筒,AS,青色,星明かり (Astral),"星明かりの術理を帯びた青い水筒。方位の感覚を失わないよう導いてくれる、夜の旅人の守り神。"
IT_FOD_LI_05,生命の脈動を感じる赤い水筒,FOD,食糧,FOD_05,水筒,LI,赤色,生命 (Life),"生命の脈動を感じる赤い水筒。葉脈のように活力が水に伝わり、飲むたびに全身が温かく満たされる。"
IT_CLT_ME_01,金属繊維を織り交ぜて補強した外套,CLT,衣服,CLT_01,外套,ME,紫色,精神・鉄 (Mental/Metal),"金属繊維を織り交ぜて補強した外套。砂嵐の摩耗に強く、旅人を物理的な衝撃から守ってくれる。"
IT_CLT_EL_01,霊薬を染み込ませた青緑の外套,CLT,衣服,CLT_01,外套,EL,青緑色,元素 (Elemental),"霊薬を染み込ませた青緑の外套。浸透する清涼感が砂漠の熱を払い、着用者の集中力を一定に保つ。"
IT_CLT_SA_01,乾燥した砂の成分を定着させた外套,CLT,衣服,CLT_01,外套,SA,金色,砂・聖 (Sacred/Sand),"乾燥した砂の成分を定着させた外套。琥珀の術理が汚れを寄せ付けず、常に乾いた清潔な状態を保つ。"
IT_CLT_AS_01,星明かりの術理を帯びた青い外套,CLT,衣服,CLT_01,外套,AS,青色,星明かり (Astral),"星明かりの術理を帯びた青い外套。方位の感覚を失わせないよう導き、夜間の行動を安全にする。"
IT_CLT_LI_01,生命の脈動を織り込んだ赤い外套,CLT,衣服,CLT_01,外套,LI,赤色,生命 (Life),"生命の脈動を織り込んだ赤い外套。葉脈のように活力を全身に伝え、冷えた身体を優しく温めてくれる。"
IT_CLT_ME_02,金属の術理で構造を強化したスカーフ,CLT,衣服,CLT_02,スカーフ,ME,紫色,精神・鉄 (Mental/Metal),"金属の術理で構造を強化したスカーフ。首元を砂塵から守るだけでなく、物理的な打撃を僅かに和らげる。"
IT_CLT_EL_02,霊薬を染み込ませた青緑のスカーフ,CLT,衣服,CLT_02,スカーフ,EL,青緑色,元素 (Elemental),"霊薬を染み込ませた青緑のスカーフ。浸透する清涼感が呼吸を楽にし、砂漠の乾いた空気から喉を守る。"
IT_CLT_SA_02,乾燥した砂の術理を宿したスカーフ,CLT,衣服,CLT_02,スカーフ,SA,金色,砂・聖 (Sacred/Sand),"乾燥した砂の術理を宿したスカーフ。琥珀の輝きが直射日光を遮り、体力の消耗を僅かに抑えてくれる。"
IT_CLT_AS_02,星明かりを模した青いスカーフ,CLT,衣服,CLT_02,スカーフ,AS,青色,星明かり (Astral),"星明かりを模した青いスカーフ。方位の感覚を僅かに鋭くし、視界の悪い場所での行動を助ける。"
IT_CLT_LI_02,生命の脈動を封じた赤いスカーフ,CLT,衣服,CLT_02,スカーフ,LI,赤色,生命 (Life),"生命の脈動を封じた赤いスカーフ。葉脈のように活力を首元から全身へ送り、心地よい温もりを維持する。"
IT_CLT_ME_03,金属の板で補強された頑丈な旅靴,CLT,衣服,CLT_03,旅靴,ME,紫色,精神・鉄 (Mental/Metal),"金属の板で補強された頑丈な旅靴。過酷な岩場でも底が減りにくく、足元を物理的な衝撃から守る。"
IT_CLT_EL_03,霊薬を浸透させた青緑の旅靴,CLT,衣服,CLT_03,旅靴,EL,青緑色,元素 (Elemental),"霊薬を浸透させた青緑の旅靴。清涼感のある癒やしの術理が足のむくみを抑え、軽快な歩行を助ける。"
IT_CLT_SA_03,乾燥した砂の術理を宿した旅靴,CLT,衣服,CLT_03,旅靴,SA,金色,砂・聖 (Sacred/Sand),"乾燥した砂の術理を宿した旅靴。琥珀の術理が砂に沈み込むのを防ぎ、砂漠での歩行を僅かに楽にする。"
IT_CLT_AS_03,星明かりの術理を帯びた青い旅靴,CLT,衣服,CLT_03,旅靴,AS,青色,星明かり (Astral),"星明かりの術理を帯びた青い旅靴。方位の感覚を足裏から伝え、夜道でも迷わずに目的地へ導いてくれる。"
